Block Name,Point ID,FamilyIdNode,NumIdNode,Points_0,Points_1,Points_2,Points_Magnitude
dataset_1,446,0,3528,0.0101134,0.0416908,0.0110586,0.0443023
dataset_1,447,0,3529,0.0102822,0.0432996,0.0116561,0.0460049
dataset_1,448,0,3530,0.0198926,0.0132111,0.011031,0.0263045
dataset_1,449,0,3531,0.0100895,0.00660622,0.0109417,0.0162837
dataset_1,450,0,3532,0.0198935,0.0147935,0.0110263,0.0271326
dataset_1,451,0,3533,0.0198861,0.0350934,0.0110611,0.0418252
dataset_1,452,0,3534,0.0101073,0.0242138,0.0110305,0.0284629
dataset_1,453,0,3535,0.017302,0.043173,0.00556145,0.0468422
dataset_1,454,0,3536,0.0142662,0.0432342,0.00505414,0.0458068
dataset_1,455,0,3537,0.0101086,0.0163605,0.0110363,0.0221732
dataset_1,456,0,3538,0.010111,0.0351491,0.0110476,0.0382066
dataset_1,457,0,3539,0.0198891,0.0273413,0.0110473,0.0355692
dataset_1,458,0,3540,0.0101134,0.0367099,0.0110589,0.0396509
dataset_1,459,0,3541,0.019896,0.0116157,0.0110145,0.0255361
dataset_1,460,0,3542,0.0198879,0.0242189,0.0110526,0.0332302
dataset_1,461,0,3543,0.0198893,0.0210909,0.0110461,0.031023
dataset_1,462,0,3544,0.0198864,0.0320027,0.0110597,0.0392678
dataset_1,463,0,3545,0.0101104,0.0304701,0.0110448,0.0339505
dataset_1,464,0,3546,0.0105131,0.00691276,0.00779375,0.0148005
dataset_1,465,0,3547,0.0195547,0.043114,0.00793724,0.0480021
dataset_1,466,0,3548,0.0127091,0.00687898,0.00555571,0.0154825
dataset_1,467,0,3549,0.0198883,0.0226557,0.0110508,0.0321084
dataset_1,468,0,3550,0.019981,0.0413491,0.0104354,0.0470944
dataset_1,469,0,3551,0.0198908,0.0195243,0.0110395,0.0299785
dataset_1,470,0,3552,0.0199061,0.00838104,0.0109644,0.0242222
dataset_1,471,0,3553,0.0101083,0.0257788,0.0110349,0.0298076
dataset_1,472,0,3554,0.0199411,0.0397406,0.0107652,0.0457477
dataset_1,473,0,3555,0.0185983,0.0431471,0.00652838,0.0474361
dataset_1,474,0,3556,0.0101044,0.0115721,0.0110166,0.0189045
