Compiling model...
'compile' took 0.263751 s
Warning: epochs is deprecated and will be removed in a future version. Use iterations instead.
Training model...
Step      Train loss                        Test loss                         Test metric
13900     [6.24e-07, 5.80e+01, 6.38e+01]    [6.24e-07, 5.80e+01, 6.38e+01]    []
14000     [6.35e-07, 5.80e+01, 6.38e+01]    [6.35e-07, 5.80e+01, 6.38e+01]    []
14100     [6.46e-07, 5.80e+01, 6.38e+01]    [6.46e-07, 5.80e+01, 6.38e+01]    []
14200     [6.60e-07, 5.80e+01, 6.38e+01]    [6.60e-07, 5.80e+01, 6.38e+01]    []
14300     [6.74e-07, 5.80e+01, 6.38e+01]    [6.74e-07, 5.80e+01, 6.38e+01]    []
14400     [6.91e-07, 5.80e+01, 6.38e+01]    [6.91e-07, 5.80e+01, 6.38e+01]    []
14500     [7.09e-07, 5.80e+01, 6.38e+01]    [7.09e-07, 5.80e+01, 6.38e+01]    []
14600     [7.30e-07, 5.80e+01, 6.38e+01]    [7.30e-07, 5.80e+01, 6.38e+01]    []
14700     [7.54e-07, 5.80e+01, 6.38e+01]    [7.54e-07, 5.80e+01, 6.38e+01]    []
14800     [7.82e-07, 5.80e+01, 6.38e+01]    [7.82e-07, 5.80e+01, 6.38e+01]    []
14900     [8.13e-07, 5.80e+01, 6.38e+01]    [8.13e-07, 5.80e+01, 6.38e+01]    []
15000     [8.49e-07, 5.80e+01, 6.38e+01]    [8.49e-07, 5.80e+01, 6.38e+01]    []
15100     [8.91e-07, 5.80e+01, 6.38e+01]    [8.91e-07, 5.80e+01, 6.38e+01]    []
15200     [9.39e-07, 5.80e+01, 6.38e+01]    [9.39e-07, 5.80e+01, 6.38e+01]    []
15300     [9.95e-07, 5.80e+01, 6.38e+01]    [9.95e-07, 5.80e+01, 6.38e+01]    []
15400     [1.06e-06, 5.80e+01, 6.38e+01]    [1.06e-06, 5.80e+01, 6.38e+01]    []
15500     [1.14e-06, 5.80e+01, 6.38e+01]    [1.14e-06, 5.80e+01, 6.38e+01]    []
15600     [1.23e-06, 5.80e+01, 6.38e+01]    [1.23e-06, 5.80e+01, 6.38e+01]    []
15700     [1.35e-06, 5.80e+01, 6.38e+01]    [1.35e-06, 5.80e+01, 6.38e+01]    []
15800     [1.48e-06, 5.80e+01, 6.38e+01]    [1.48e-06, 5.80e+01, 6.38e+01]    []
15900     [1.65e-06, 5.80e+01, 6.38e+01]    [1.65e-06, 5.80e+01, 6.38e+01]    []
16000     [1.87e-06, 5.80e+01, 6.38e+01]    [1.87e-06, 5.80e+01, 6.38e+01]    []
16100     [2.13e-06, 5.80e+01, 6.38e+01]    [2.13e-06, 5.80e+01, 6.38e+01]    []
16200     [2.48e-06, 5.80e+01, 6.38e+01]    [2.48e-06, 5.80e+01, 6.38e+01]    []
16300     [2.94e-06, 5.80e+01, 6.38e+01]    [2.94e-06, 5.80e+01, 6.38e+01]    []
16400     [3.55e-06, 5.80e+01, 6.38e+01]    [3.55e-06, 5.80e+01, 6.38e+01]    []
16500     [4.40e-06, 5.80e+01, 6.38e+01]    [4.40e-06, 5.80e+01, 6.38e+01]    []
16600     [5.61e-06, 5.80e+01, 6.38e+01]    [5.61e-06, 5.80e+01, 6.38e+01]    []
16700     [7.39e-06, 5.80e+01, 6.38e+01]    [7.39e-06, 5.80e+01, 6.38e+01]    []
16800     [1.01e-05, 5.80e+01, 6.38e+01]    [1.01e-05, 5.80e+01, 6.38e+01]    []
16900     [1.45e-05, 5.80e+01, 6.38e+01]    [1.45e-05, 5.80e+01, 6.38e+01]    []
17000     [2.16e-05, 5.80e+01, 6.38e+01]    [2.16e-05, 5.80e+01, 6.38e+01]    []
17100     [3.36e-05, 5.80e+01, 6.38e+01]    [3.36e-05, 5.80e+01, 6.38e+01]    []
17200     [5.31e-05, 5.80e+01, 6.38e+01]    [5.31e-05, 5.80e+01, 6.38e+01]    []
17300     [8.04e-05, 5.80e+01, 6.38e+01]    [8.04e-05, 5.80e+01, 6.38e+01]    []
17400     [1.10e-04, 5.80e+01, 6.38e+01]    [1.10e-04, 5.80e+01, 6.38e+01]    []
17500     [1.33e-04, 5.80e+01, 6.38e+01]    [1.33e-04, 5.80e+01, 6.38e+01]    []
17600     [1.51e-04, 5.80e+01, 6.38e+01]    [1.51e-04, 5.80e+01, 6.38e+01]    []
17700     [1.71e-04, 5.80e+01, 6.38e+01]    [1.71e-04, 5.80e+01, 6.38e+01]    []
17800     [2.01e-04, 5.80e+01, 6.38e+01]    [2.01e-04, 5.80e+01, 6.38e+01]    []
17900     [2.56e-04, 5.80e+01, 6.38e+01]    [2.56e-04, 5.80e+01, 6.38e+01]    []
18000     [3.88e-04, 5.80e+01, 6.38e+01]    [3.88e-04, 5.80e+01, 6.38e+01]    []
18100     [1.16e-03, 5.80e+01, 6.38e+01]    [1.16e-03, 5.80e+01, 6.38e+01]    []
18200     [8.41e-02, 5.47e+01, 6.63e+01]    [8.41e-02, 5.47e+01, 6.63e+01]    []
18300     [2.24e-01, 5.43e+01, 6.51e+01]    [2.24e-01, 5.43e+01, 6.51e+01]    []
18400     [3.44e-01, 5.40e+01, 6.34e+01]    [3.44e-01, 5.40e+01, 6.34e+01]    []
18500     [1.66e-01, 5.38e+01, 6.23e+01]    [1.66e-01, 5.38e+01, 6.23e+01]    []
18600     [2.02e-01, 5.32e+01, 6.20e+01]    [2.02e-01, 5.32e+01, 6.20e+01]    []
18700     [3.89e-01, 5.30e+01, 6.20e+01]    [3.89e-01, 5.30e+01, 6.20e+01]    []
18800     [1.33e-01, 5.15e+01, 6.19e+01]    [1.33e-01, 5.15e+01, 6.19e+01]    []
18900     [6.54e-01, 5.06e+01, 6.23e+01]    [6.54e-01, 5.06e+01, 6.23e+01]    []
19000     [1.37e-01, 5.02e+01, 6.15e+01]    [1.37e-01, 5.02e+01, 6.15e+01]    []
19100     [1.99e-01, 4.90e+01, 6.27e+01]    [1.99e-01, 4.90e+01, 6.27e+01]    []
19200     [1.49e-01, 4.93e+01, 6.12e+01]    [1.49e-01, 4.93e+01, 6.12e+01]    []
19300     [2.86e+00, 6.02e+01, 5.12e+01]    [2.86e+00, 6.02e+01, 5.12e+01]    []
19400     [1.54e-01, 4.86e+01, 6.08e+01]    [1.54e-01, 4.86e+01, 6.08e+01]    []
19500     [2.16e-01, 4.74e+01, 6.08e+01]    [2.16e-01, 4.74e+01, 6.08e+01]    []
19600     [2.67e-01, 4.74e+01, 6.11e+01]    [2.67e-01, 4.74e+01, 6.11e+01]    []
19700     [2.11e-01, 4.71e+01, 6.03e+01]    [2.11e-01, 4.71e+01, 6.03e+01]    []
19800     [1.29e+01, 5.37e+01, 5.40e+01]    [1.29e+01, 5.37e+01, 5.40e+01]    []
19900     [1.91e-01, 4.71e+01, 5.96e+01]    [1.91e-01, 4.71e+01, 5.96e+01]    []
20000     [2.69e-01, 4.56e+01, 5.99e+01]    [2.69e-01, 4.56e+01, 5.99e+01]    []
20100     [2.23e-01, 4.77e+01, 5.84e+01]    [2.23e-01, 4.77e+01, 5.84e+01]    []
20200     [2.07e-01, 4.60e+01, 5.91e+01]    [2.07e-01, 4.60e+01, 5.91e+01]    []
